"control_id","title","family","control_type","sortId","uuid","description"
"MP-6(3)","MP-06(03) - Nondestructive Techniques","Media Protection","","mp-06.03","5060cafa-5e82-4d69-9301-ff5d2c4f291b"," Apply nondestructive sanitization techniques to portable storage devices prior to connecting such devices to the system under the following circumstances: {{ insert: param, MP-6(3) }}.   Guidance  Portable storage devices include external or removable hard disk drives (e.g., solid state, magnetic), optical discs, magnetic or optical tapes, flash memory devices, flash memory cards, and other external or removable disks. Portable storage devices can be obtained from untrustworthy sources and contain malicious code that can be inserted into or transferred to organizational systems through USB ports or other entry portals. While scanning storage devices is recommended, sanitization provides additional assurance that such devices are free of malicious code. Organizations consider nondestructive sanitization of portable storage devices when the devices are purchased from manufacturers or vendors prior to initial use or when organizations cannot maintain a positive chain of custody for the devices.   MP-6 (3) Additional FedRAMP Requirements and Guidance <b>Requirement:</b> Must comply with NIST SP 800-88 "
"PE-3(1)","PE-03(01) - System Access","Physical and Environmental Protection","","pe-03.01","5e389725-5212-40c2-96b8-f359e8398deb"," Enforce physical access authorizations to the system in addition to the physical access controls for the facility at {{ insert: param, PE-3(1) }}.   Guidance  Control of physical access to the system provides additional physical security for those areas within facilities where there is a concentration of system components. "
"PE-6(4)","PE-06(04) - Monitoring Physical Access to Systems","Physical and Environmental Protection","","pe-06.04","5dfc2aac-26bb-4f67-9445-fc3c3bacedc1"," Monitor physical access to the system in addition to the physical access monitoring of the facility at {{ insert: param, PE-6(4) }}.   Guidance  Monitoring physical access to systems provides additional monitoring for those areas within facilities where there is a concentration of system components, including server rooms, media storage areas, and communications centers. Physical access monitoring can be coordinated with intrusion detection systems and system monitoring capabilities to provide comprehensive and integrated threat coverage for the organization. "
"PE-8(1)","PE-08(01) - Automated Records Maintenance and Review","Physical and Environmental Protection","","pe-08.01","dce542c8-d57b-4179-9d00-80eb1da9cdc9"," Maintain and review visitor access records using {{ insert: param, PE-8(1) }}.   Guidance  Visitor access records may be stored and maintained in a database management system that is accessible by organizational personnel. Automated access to such records facilitates record reviews on a regular basis to determine if access authorizations are current and still required to support organizational mission and business functions. "
"PE-11(1)","PE-11(01) - Alternate Power Supply — Minimal Operational Capability","Physical and Environmental Protection","","pe-11.01","52866a36-d686-4a0b-88e7-46b1e8655e5c"," Provide an alternate power supply for the system that is activated {{ insert: param, PE-11(1) }} and that can maintain minimally required operational capability in the event of an extended loss of the primary power source.   Guidance  Provision of an alternate power supply with minimal operating capability can be satisfied by accessing a secondary commercial power supply or other external power supply. "
"PE-14(2)","PE-14(02) - Monitoring with Alarms and Notifications","Physical and Environmental Protection","","pe-14.02","d44b2d89-53c9-44f4-b4b9-d197982eedaa"," Employ environmental control monitoring that provides an alarm or notification of changes potentially harmful to personnel or equipment to {{ insert: param, PE-14(2) }}.   Guidance  The alarm or notification may be an audible alarm or a visual message in real time to personnel or roles defined by the organization. Such alarms and notifications can help minimize harm to individuals and damage to organizational assets by facilitating a timely incident response. "
"PE-15(1)","PE-15(01) - Automation Support","Physical and Environmental Protection","","pe-15.01","e0dc1def-e0da-491c-97db-1b15c78a6b9f"," Detect the presence of water near the system and alert {{ insert: param, PE-15(1)-1 }} using {{ insert: param, PE-15(1)-2 }}.   Guidance  Automated mechanisms include notification systems, water detection sensors, and alarms. "
"PE-18","PE-18 - Location of System Components","Physical and Environmental Protection","","pe-18","9ceb0449-82fb-4db1-887d-7efb9f55af7c"," Position system components within the facility to minimize potential damage from {{ insert: param, PE-18 }} and to minimize the opportunity for unauthorized access.   Guidance  Physical and environmental hazards include floods, fires, tornadoes, earthquakes, hurricanes, terrorism, vandalism, an electromagnetic pulse, electrical interference, and other forms of incoming electromagnetic radiation. Organizations consider the location of entry points where unauthorized individuals, while not being granted access, might nonetheless be near systems. Such proximity can increase the risk of unauthorized access to organizational communications using wireless packet sniffers or microphones, or unauthorized disclosure of information. "
"PS-4(2)","PS-04(02) - Automated Actions","Personnel Security","","ps-04.02","1fc63dd1-5847-4733-a6f7-4570b01a92b4"," Use {{ insert: param, PS-4(2)-1 }} to {{ insert: param, PS-4(2)-2 }}.   Guidance  In organizations with many employees, not all personnel who need to know about termination actions receive the appropriate notifications, or if such notifications are received, they may not occur in a timely manner. Automated mechanisms can be used to send automatic alerts or notifications to organizational personnel or roles when individuals are terminated. Such automatic alerts or notifications can be conveyed in a variety of ways, including via telephone, electronic mail, text message, or websites. Automated mechanisms can also be employed to quickly and thoroughly disable access to system resources after an employee is terminated. "
"RA-5(4)","RA-05(04) - Discoverable Information","Risk Assessment","","ra-05.04","f78b0a8c-e242-4881-ab03-896cfd13535e"," Determine information about the system that is discoverable and take {{ insert: param, RA-5(4) }}.   Guidance  Discoverable information includes information that adversaries could obtain without compromising or breaching the system, such as by collecting information that the system is exposing or by conducting extensive web searches. Corrective actions include notifying appropriate organizational personnel, removing designated information, or changing the system to make the designated information less relevant or attractive to adversaries. This enhancement excludes intentionally discoverable information that may be part of a decoy capability (e.g., honeypots, honeynets, or deception nets) deployed by the organization. "
"RA-5(8)","RA-05(08) - Review Historic Audit Logs","Risk Assessment","","ra-05.08","d0f088f0-7a83-4325-9246-4c22c495f116"," Review historic audit logs to determine if a vulnerability identified in a {{ insert: param, RA-5(8)-1 }} has been previously exploited within an {{ insert: param, RA-5(8)-2 }}.   Guidance  Reviewing historic audit logs to determine if a recently detected vulnerability in a system has been previously exploited by an adversary can provide important information for forensic analyses. Such analyses can help identify, for example, the extent of a previous intrusion, the trade craft employed during the attack, organizational information exfiltrated or modified, mission or business capabilities affected, and the duration of the attack.   RA-5(8) Additional FedRAMP Requirement <b>Requirement:</b> This enhancement is required for all high (or critical) vulnerability scan findings. "
"SA-4(5)","SA-04(05) - System, Component, and Service Configurations","System and Services Acquisition","","sa-04.05","71d26733-6af7-47ad-8011-0509a5c7e184"," Require the developer of the system, system component, or system service to: (a) Deliver the system, component, or service with {{ insert: param, SA-4(5)(a) }} implemented; and (b) Use the configurations as the default for any subsequent system, component, or service reinstallation or upgrade.   Guidance  Examples of security configurations include the U.S. Government Configuration Baseline (USGCB), Security Technical Implementation Guides (STIGs), and any limitations on functions, ports, protocols, and services. Security characteristics can include requiring that default passwords have been changed. "
"SA-16","SA-16 - Developer-provided Training","System and Services Acquisition","","sa-16","93ab1bd5-366b-4b0f-8930-99358f797641"," Require the developer of the system, system component, or system service to provide the following training on the correct use and operation of the implemented security and privacy functions, controls, and/or mechanisms: {{ insert: param, SA-16 }}.   Guidance  Developer-provided training applies to external and internal (in-house) developers. Training personnel is essential to ensuring the effectiveness of the controls implemented within organizational systems. Types of training include web-based and computer-based training, classroom-style training, and hands-on training (including micro-training). Organizations can also request training materials from developers to conduct in-house training or offer self-training to organizational personnel. Organizations determine the type of training necessary and may require different types of training for different security and privacy functions, controls, and mechanisms. "
"SA-17","SA-17 - Developer Security and Privacy Architecture and Design","System and Services Acquisition","","sa-17","2392ab32-3d97-4a81-91b9-f147123f1a2e"," Require the developer of the system, system component, or system service to produce a design specification and security and privacy architecture that: a. Is consistent with the organization’s security and privacy architecture that is an integral part the organization’s enterprise architecture; b. Accurately and completely describes the required security and privacy functionality, and the allocation of controls among physical and logical components; and c. Expresses how individual security and privacy functions, mechanisms, and services work together to provide required security and privacy capabilities and a unified approach to protection.   Guidance  Developer security and privacy architecture and design are directed at external developers, although they could also be applied to internal (in-house) development. In contrast, <a href=""#pl-8"">PL-8</a> is directed at internal developers to ensure that organizations develop a security and privacy architecture that is integrated with the enterprise architecture. The distinction between SA-17 and <a href=""#pl-8"">PL-8</a> is especially important when organizations outsource the development of systems, system components, or system services and when there is a requirement to demonstrate consistency with the enterprise architecture and security and privacy architecture of the organization. <a href=""#87087451-2af5-43d4-88c1-d66ad850f614"">ISO 15408-2</a>, <a href=""#4452efc0-e79e-47b8-aa30-b54f3ef61c2f"">ISO 15408-3</a> , and <a href=""#e3cc0520-a366-4fc9-abc2-5272db7e3564"">SP 800-160-1</a> provide information on security architecture and design, including formal policy models, security-relevant components, formal and informal correspondence, conceptually simple design, and structuring for least privilege and testing. "
"SA-21","SA-21 - Developer Screening","System and Services Acquisition","","sa-21","c6988c6f-9875-4b2c-baa5-4cdd138c76b7"," Require that the developer of {{ insert: param, SA-21 }}: a. Has appropriate access authorizations as determined by assigned {{ insert: param, SA-21(a) }} ; and b. Satisfies the following additional personnel screening criteria: {{ insert: param, SA-21(b) }}.   Guidance  Developer screening is directed at external developers. Internal developer screening is addressed by <a href=""#ps-3"">PS-3</a> . Because the system, system component, or system service may be used in critical activities essential to the national or economic security interests of the United States, organizations have a strong interest in ensuring that developers are trustworthy. The degree of trust required of developers may need to be consistent with that of the individuals who access the systems, system components, or system services once deployed. Authorization and personnel screening criteria include clearances, background checks, citizenship, and nationality. Developer trustworthiness may also include a review and analysis of company ownership and relationships that the company has with entities that may potentially affect the quality and reliability of the systems, components, or services being developed. Satisfying the required access authorizations and personnel screening criteria includes providing a list of all individuals who are authorized to perform development activities on the selected system, system component, or system service so that organizations can validate that the developer has satisfied the authorization and screening requirements. "
"SC-3","SC-03 - Security Function Isolation","System and Communications Protection","","sc-03","72d28ef5-7004-45bb-b0f1-91ac8fe74cae"," Isolate security functions from nonsecurity functions.   Guidance  Security functions are isolated from nonsecurity functions by means of an isolation boundary implemented within a system via partitions and domains. The isolation boundary controls access to and protects the integrity of the hardware, software, and firmware that perform system security functions. Systems implement code separation in many ways, such as through the provision of security kernels via processor rings or processor modes. For non-kernel code, security function isolation is often achieved through file system protections that protect the code on disk and address space protections that protect executing code. Systems can restrict access to security functions using access control mechanisms and by implementing least privilege capabilities. While the ideal is for all code within the defined security function isolation boundary to only contain security-relevant code, it is sometimes necessary to include nonsecurity functions as an exception. The isolation of security functions from nonsecurity functions can be achieved by applying the systems security engineering design principles in <a href=""#sa-8"">SA-8</a> , including <a href=""#sa-8.1"">SA-8(1)</a>, <a href=""#sa-8.3"">SA-8(3)</a>, <a href=""#sa-8.4"">SA-8(4)</a>, <a href=""#sa-8.10"">SA-8(10)</a>, <a href=""#sa-8.12"">SA-8(12)</a>, <a href=""#sa-8.13"">SA-8(13)</a>, <a href=""#sa-8.14"">SA-8(14)</a> , and <a href=""#sa-8.18"">SA-8(18)</a>. "
"SC-7(10)","SC-07(10) - Prevent Exfiltration","System and Communications Protection","","sc-07.10","2e72b4b6-8932-443c-9bd4-df04624e162e","(a) Prevent the exfiltration of information; and (b) Conduct exfiltration tests {{ insert: param, SC-7(10)(b) }}.   Guidance  Prevention of exfiltration applies to both the intentional and unintentional exfiltration of information. Techniques used to prevent the exfiltration of information from systems may be implemented at internal endpoints, external boundaries, and across managed interfaces and include adherence to protocol formats, monitoring for beaconing activity from systems, disconnecting external network interfaces except when explicitly needed, employing traffic profile analysis to detect deviations from the volume and types of traffic expected, call backs to command and control centers, conducting penetration testing, monitoring for steganography, disassembling and reassembling packet headers, and using data loss and data leakage prevention tools. Devices that enforce strict adherence to protocol formats include deep packet inspection firewalls and Extensible Markup Language (XML) gateways. The devices verify adherence to protocol formats and specifications at the application layer and identify vulnerabilities that cannot be detected by devices that operate at the network or transport layers. The prevention of exfiltration is similar to data loss prevention or data leakage prevention and is closely associated with cross-domain solutions and system guards that enforce information flow requirements. "
"SC-7(20)","SC-07(20) - Dynamic Isolation and Segregation","System and Communications Protection","","sc-07.20","686e4ece-c284-430a-84e8-35284e2a5f64"," Provide the capability to dynamically isolate {{ insert: param, SC-7(20) }} from other system components.   Guidance  The capability to dynamically isolate certain internal system components is useful when it is necessary to partition or separate system components of questionable origin from components that possess greater trustworthiness. Component isolation reduces the attack surface of organizational systems. Isolating selected system components can also limit the damage from successful attacks when such attacks occur. "
"SC-7(21)","SC-07(21) - Isolation of System Components","System and Communications Protection","","sc-07.21","24664525-759d-4fcc-89c1-f356f09b9c01"," Employ boundary protection mechanisms to isolate {{ insert: param, SC-7(21)-1 }} supporting {{ insert: param, SC-7(21)-2 }}.   Guidance  Organizations can isolate system components that perform different mission or business functions. Such isolation limits unauthorized information flows among system components and provides the opportunity to deploy greater levels of protection for selected system components. Isolating system components with boundary protection mechanisms provides the capability for increased protection of individual system components and to more effectively control information flows between those components. Isolating system components provides enhanced protection that limits the potential harm from hostile cyber-attacks and errors. The degree of isolation varies depending upon the mechanisms chosen. Boundary protection mechanisms include routers, gateways, and firewalls that separate system components into physically separate networks or subnetworks; cross-domain devices that separate subnetworks; virtualization techniques; and the encryption of information flows among system components using distinct encryption keys. "
"SC-12(1)","SC-12(01) - Availability","System and Communications Protection","","sc-12.01","d58b7bd6-59bd-4442-85ec-4cea52b158a4"," Maintain availability of information in the event of the loss of cryptographic keys by users.   Guidance  Escrowing of encryption keys is a common practice for ensuring availability in the event of key loss. A forgotten passphrase is an example of losing a cryptographic key. "
"SC-24","SC-24 - Fail in Known State","System and Communications Protection","","sc-24","b3d77664-a974-4c77-8206-9fda4d60c8e9"," Fail to a {{ insert: param, SC-24-1 }} for the following failures on the indicated components while preserving {{ insert: param, SC-24-2 }} in failure: {{ insert: param, SC-24-3 }}.   Guidance  Failure in a known state addresses security concerns in accordance with the mission and business needs of organizations. Failure in a known state prevents the loss of confidentiality, integrity, or availability of information in the event of failures of organizational systems or system components. Failure in a known safe state helps to prevent systems from failing to a state that may cause injury to individuals or destruction to property. Preserving system state information facilitates system restart and return to the operational mode with less disruption of mission and business processes. "
"SI-4(10)","SI-04(10) - Visibility of Encrypted Communications","System and Information Integrity","","si-04.10","c241ffc4-c71e-4aca-96c4-2540af994e8e"," Make provisions so that {{ insert: param, SI-4(10)-1 }} is visible to {{ insert: param, SI-4(10)-2 }}.   Guidance  Organizations balance the need to encrypt communications traffic to protect data confidentiality with the need to maintain visibility into such traffic from a monitoring perspective. Organizations determine whether the visibility requirement applies to internal encrypted traffic, encrypted traffic intended for external destinations, or a subset of the traffic types.   SI-4 (10) Additional FedRAMP Requirements and Guidance <b>Requirement:</b> The service provider must support Agency requirements to comply with M-21-31 (https://www.whitehouse.gov/wp-content/uploads/2021/08/M-21-31-Improving-the-Federal-Governments-Investigative-and-Remediation-Capabilities-Related-to-Cybersecurity-Incidents.pdf) and M-22-09 (https://www.whitehouse.gov/wp-content/uploads/2022/01/M-22-09.pdf). "
"SI-4(11)","SI-04(11) - Analyze Communications Traffic Anomalies","System and Information Integrity","","si-04.11","bb410204-45fe-4386-acf5-344f23d9dee4"," Analyze outbound communications traffic at the external interfaces to the system and selected {{ insert: param, SI-4(11) }} to discover anomalies.   Guidance  Organization-defined interior points include subnetworks and subsystems. Anomalies within organizational systems include large file transfers, long-time persistent connections, attempts to access information from unexpected locations, the use of unusual protocols and ports, the use of unmonitored network protocols (e.g., IPv6 usage during IPv4 transition), and attempted communications with suspected malicious external addresses. "
"SI-4(12)","SI-04(12) - Automated Organization-generated Alerts","System and Information Integrity","","si-04.12","4e588c4c-4214-4c42-8dcc-f6d65c13a195"," Alert {{ insert: param, SI-4(12)-1 }} using {{ insert: param, SI-4(12)-2 }} when the following indications of inappropriate or unusual activities with security or privacy implications occur: {{ insert: param, SI-4(12)-3 }}.   Guidance  Organizational personnel on the system alert notification list include system administrators, mission or business owners, system owners, senior agency information security officer, senior agency official for privacy, system security officers, or privacy officers. Automated organization-generated alerts are the security alerts generated by organizations and transmitted using automated means. The sources for organization-generated alerts are focused on other entities such as suspicious activity reports and reports on potential insider threats. In contrast to alerts generated by the organization, alerts generated by the system in <a href=""#si-4.5"">SI-4(5)</a> focus on information sources that are internal to the systems, such as audit records. "
"SI-4(14)","SI-04(14) - Wireless Intrusion Detection","System and Information Integrity","","si-04.14","79335567-f5a4-46e4-9628-3f139701e243"," Employ a wireless intrusion detection system to identify rogue wireless devices and to detect attack attempts and potential compromises or breaches to the system.   Guidance  Wireless signals may radiate beyond organizational facilities. Organizations proactively search for unauthorized wireless connections, including the conduct of thorough scans for unauthorized wireless access points. Wireless scans are not limited to those areas within facilities containing systems but also include areas outside of facilities to verify that unauthorized wireless access points are not connected to organizational systems. "
"SI-4(19)","SI-04(19) - Risk for Individuals","System and Information Integrity","","si-04.19","3a073aee-8887-49ff-baf4-f51b348bc6de"," Implement {{ insert: param, SI-4(19)-1 }} of individuals who have been identified by {{ insert: param, SI-4(19)-2 }} as posing an increased level of risk.   Guidance  Indications of increased risk from individuals can be obtained from different sources, including personnel records, intelligence agencies, law enforcement organizations, and other sources. The monitoring of individuals is coordinated with the management, legal, security, privacy, and human resource officials who conduct such monitoring. Monitoring is conducted in accordance with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines. "
"SI-4(20)","SI-04(20) - Privileged Users","System and Information Integrity","","si-04.20","e7097f78-e25c-45a9-b8ce-4b635527bf4c"," Implement the following additional monitoring of privileged users: {{ insert: param, SI-4(20) }}.   Guidance  Privileged users have access to more sensitive information, including security-related information, than the general user population. Access to such information means that privileged users can potentially do greater damage to systems and organizations than non-privileged users. Therefore, implementing additional monitoring on privileged users helps to ensure that organizations can identify malicious activity at the earliest possible time and take appropriate actions. "
"SI-4(22)","SI-04(22) - Unauthorized Network Services","System and Information Integrity","","si-04.22","7effdaa1-e6b6-48f7-b31a-967b4132a3c7","(a) Detect network services that have not been authorized or approved by {{ insert: param, SI-4(22)(a) }} ; and (b) {{ insert: param, SI-4(22)(b) }} when detected.   Guidance  Unauthorized or unapproved network services include services in service-oriented architectures that lack organizational verification or validation and may therefore be unreliable or serve as malicious rogues for valid services. "
"SI-5(1)","SI-05(01) - Automated Alerts and Advisories","System and Information Integrity","","si-05.01","0b755a10-73f3-4746-bd13-3f0244cecd8d"," Broadcast security alert and advisory information throughout the organization using {{ insert: param, SI-5(1) }}.   Guidance  The significant number of changes to organizational systems and environments of operation requires the dissemination of security-related information to a variety of organizational entities that have a direct interest in the success of organizational mission and business functions. Based on information provided by security alerts and advisories, changes may be required at one or more of the three levels related to the management of risk, including the governance level, mission and business process level, and the information system level. "
"SI-7(2)","SI-07(02) - Automated Notifications of Integrity Violations","System and Information Integrity","","si-07.02","a12b1403-e206-406b-b99c-147be111188f"," Employ automated tools that provide notification to {{ insert: param, SI-7(2) }} upon discovering discrepancies during integrity verification.   Guidance  The employment of automated tools to report system and information integrity violations and to notify organizational personnel in a timely matter is essential to effective risk response. Personnel with an interest in system and information integrity violations include mission and business owners, system owners, senior agency information security official, senior agency official for privacy, system administrators, software developers, systems integrators, information security officers, and privacy officers. "
"SI-7(5)","SI-07(05) - Automated Response to Integrity Violations","System and Information Integrity","","si-07.05","0cc26276-73ff-48da-96c1-a3c5f490bdf6"," Automatically {{ insert: param, SI-7(5) }} when integrity violations are discovered.   Guidance  Organizations may define different integrity-checking responses by type of information, specific information, or a combination of both. Types of information include firmware, software, and user data. Specific information includes boot firmware for certain types of machines. The automatic implementation of controls within organizational systems includes reversing the changes, halting the system, or triggering audit alerts when unauthorized modifications to critical security files occur. "
"SI-7(15)","SI-07(15) - Code Authentication","System and Information Integrity","","si-07.15","5e1d461c-949f-4f5f-8b2b-a134bd7f3e6a"," Implement cryptographic mechanisms to authenticate the following software or firmware components prior to installation: {{ insert: param, SI-7(15) }}.   Guidance  Cryptographic authentication includes verifying that software or firmware components have been digitally signed using certificates recognized and approved by organizations. Code signing is an effective method to protect against malicious code. Organizations that employ cryptographic mechanisms also consider cryptographic key management solutions. "
"SR-9","SR-09 - Tamper Resistance and Detection","Supply Chain Risk Management","","sr-09","82acf2b7-6a1f-40b7-aff0-10adea1b47cb"," Implement a tamper protection program for the system, system component, or system service.   Guidance  Anti-tamper technologies, tools, and techniques provide a level of protection for systems, system components, and services against many threats, including reverse engineering, modification, and substitution. Strong identification combined with tamper resistance and/or tamper detection is essential to protecting systems and components during distribution and when in use.   SR-9 Additional FedRAMP Requirements and Guidance <b>Requirement:</b> CSOs must ensure vendors provide authenticity of software and patches supplied to the service provider including documenting the safeguards in place. "
"SR-9(1)","SR-09(01) - Multiple Stages of System Development Life Cycle","Supply Chain Risk Management","","sr-09.01","688b7902-1b71-4760-b470-2d89a4a94edf"," Employ anti-tamper technologies, tools, and techniques throughout the system development life cycle.   Guidance  The system development life cycle includes research and development, design, manufacturing, acquisition, delivery, integration, operations and maintenance, and disposal. Organizations use a combination of hardware and software techniques for tamper resistance and detection. Organizations use obfuscation and self-checking to make reverse engineering and modifications more difficult, time-consuming, and expensive for adversaries. The customization of systems and system components can make substitutions easier to detect and therefore limit damage. "
