"control_id","title","family","control_type","sortId","uuid","description"
"CM-3","CM-03 - Configuration Change Control","Configuration Management","","cm-03","d3ec9441-b2d1-4146-8a71-44898ddfc411","a. Determine and document the types of changes to the system that are configuration-controlled;b. Review proposed configuration-controlled changes to the system and approve or disapprove such changes with explicit consideration for security and privacy impact analyses;c. Document configuration change decisions associated with the system;d. Implement approved configuration-controlled changes to the system;e. Retain records of configuration-controlled changes to the system for {{ insert: param, CM-3(e) }};f. Monitor and review activities associated with configuration-controlled changes to the system; andg. Coordinate and provide oversight for configuration change control activities through {{ insert: param, CM-3(g)-1 }} that convenes {{ insert: param, CM-3(g)-2 }}.GuidanceConfiguration change control for organizational systems involves the systematic proposal, justification, implementation, testing, review, and disposition of system changes, including system upgrades and modifications. Configuration change control includes changes to baseline configurations, configuration items of systems, operational procedures, configuration settings for system components, remediate vulnerabilities, and unscheduled or unauthorized changes. Processes for managing configuration changes to systems include Configuration Control Boards or Change Advisory Boards that review and approve proposed changes. For changes that impact privacy risk, the senior agency official for privacy updates privacy impact assessments and system of records notices. For new systems or major upgrades, organizations consider including representatives from the development organizations on the Configuration Control Boards or Change Advisory Boards. Auditing of changes includes activities before and after changes are made to systems and the auditing activities required to implement such changes. See also <a href=""#sa-10"">SA-10</a>.CM-3 Additional FedRAMP Requirements and Guidance<b>(e) Guidance:</b> In accordance with record retention policies and procedures.<b>Requirement:</b> The service provider establishes a central means of communicating major changes to or developments in the information system or environment of operations that may affect its services to the federal government and associated service consumers (e.g., electronic bulletin board, web status page). The means of communication are approved and accepted by the JAB/AO."
"CM-3(2)","CM-03(02) - Testing, Validation, and Documentation of Changes","Configuration Management","","cm-03.02","abcb8e3f-048c-441f-aa6f-984221475eb4","Test, validate, and document changes to the system before finalizing the implementation of the changes.GuidanceChanges to systems include modifications to hardware, software, or firmware components and configuration settings defined in <a href=""#cm-6"">CM-6</a> . Organizations ensure that testing does not interfere with system operations that support organizational mission and business functions. Individuals or groups conducting tests understand security and privacy policies and procedures, system security and privacy policies and procedures, and the health, safety, and environmental risks associated with specific facilities or processes. Operational systems may need to be taken offline, or replicated to the extent feasible, before testing can be conducted. If systems must be taken offline for testing, the tests are scheduled to occur during planned system outages whenever possible. If the testing cannot be conducted on operational systems, organizations employ compensating controls."
"CM-3(4)","CM-03(04) - Security and Privacy Representatives","Configuration Management","","cm-03.04","b59e5168-80d2-4b31-b7bf-405727ddc211","Require {{ insert: param, CM-3(4)-1 }} to be members of the {{ insert: param, CM-3(4)-2 }}.GuidanceInformation security and privacy representatives include system security officers, senior agency information security officers, senior agency officials for privacy, or system privacy officers. Representation by personnel with information security and privacy expertise is important because changes to system configurations can have unintended side effects, some of which may be security- or privacy-relevant. Detecting such changes early in the process can help avoid unintended, negative consequences that could ultimately affect the security and privacy posture of systems. The configuration change control element referred to in the second organization-defined parameter reflects the change control elements defined by organizations in <a href=""#cm-3_smt.g"">CM-3g</a>."
"CM-4(2)","CM-04(02) - Verification of Controls","Configuration Management","","cm-04.02","e35256f6-10b8-4083-87fe-51c5ba0d0277","After system changes, verify that the impacted controls are implemented correctly, operating as intended, and producing the desired outcome with regard to meeting the security and privacy requirements for the system.GuidanceImplementation in this context refers to installing changed code in the operational system that may have an impact on security or privacy controls."
"CM-5(1)","CM-05(01) - Automated Access Enforcement and Audit Records","Configuration Management","","cm-05.01","6de1e86e-ef7c-4591-9cf2-25384a046696","(a) Enforce access restrictions using {{ insert: param, CM-5(1)(a) }} ; and(b) Automatically generate audit records of the enforcement actions.GuidanceOrganizations log system accesses associated with applying configuration changes to ensure that configuration change control is implemented and to support after-the-fact actions should organizations discover any unauthorized changes."
"CM-5(5)","CM-05(05) - Privilege Limitation for Production and Operation","Configuration Management","","cm-05.05","f5eb9718-d940-4417-982b-02236bf85ea3","(a) Limit privileges to change system components and system-related information within a production or operational environment; and(b) Review and reevaluate privileges {{ insert: param, CM-5(5)(b) }}.GuidanceIn many organizations, systems support multiple mission and business functions. Limiting privileges to change system components with respect to operational systems is necessary because changes to a system component may have far-reaching effects on mission and business processes supported by the system. The relationships between systems and mission/business processes are, in some cases, unknown to developers. System-related information includes operational procedures."
"CM-6(1)","CM-06(01) - Automated Management, Application, and Verification","Configuration Management","","cm-06.01","25cd2b9a-a1fd-44fb-8e16-592209856270","Manage, apply, and verify configuration settings for {{ insert: param, CM-6(1)-1 }} using {{ insert: param, CM-6(1)-2 }}.GuidanceAutomated tools (e.g., hardening tools, baseline configuration tools) can improve the accuracy, consistency, and availability of configuration settings information. Automation can also provide data aggregation and data correlation capabilities, alerting mechanisms, and dashboards to support risk-based decision-making within the organization."
"CM-7(1)","CM-07(01) - Periodic Review","Configuration Management","","cm-07.01","01d1e12f-5b17-4c99-9d4a-969ef8f0cf33","(a) Review the system {{ insert: param, CM-7(1)(a) }} to identify unnecessary and/or nonsecure functions, ports, protocols, software, and services; and(b) Disable or remove {{ insert: param, CM-7(1)(b) }}.GuidanceOrganizations review functions, ports, protocols, and services provided by systems or system components to determine the functions and services that are candidates for elimination. Such reviews are especially important during transition periods from older technologies to newer technologies (e.g., transition from IPv4 to IPv6). These technology transitions may require implementing the older and newer technologies simultaneously during the transition period and returning to minimum essential functions, ports, protocols, and services at the earliest opportunity. Organizations can either decide the relative security of the function, port, protocol, and/or service or base the security decision on the assessment of other entities. Unsecure protocols include Bluetooth, FTP, and peer-to-peer networking."
"CM-7(2)","CM-07(02) - Prevent Program Execution","Configuration Management","","cm-07.02","43a327dc-585e-4572-b925-52b2f014ac87","Prevent program execution in accordance with {{ insert: param, CM-7(2) }}.GuidancePrevention of program execution addresses organizational policies, rules of behavior, and/or access agreements that restrict software usage and the terms and conditions imposed by the developer or manufacturer, including software licensing and copyrights. Restrictions include prohibiting auto-execute features, restricting roles allowed to approve program execution, permitting or prohibiting specific software programs, or restricting the number of program instances executed at the same time.CM-7 (2) Additional FedRAMP Requirements and Guidance<b>Guidance:</b> This control refers to software deployment by CSP personnel into the production environment. The control requires a policy that states conditions for deploying software. This control shall be implemented in a technical manner on the information system to only allow programs to run that adhere to the policy (i.e. allow-listing). This control is not to be based off of strictly written policy on what is allowed or not allowed to run."
"CM-7(5)","CM-07(05) - Authorized Software — Allow-by-exception","Configuration Management","","cm-07.05","dffe3622-d3a1-4859-92c1-b20134328d02","(a) Identify {{ insert: param, CM-7(5)(a) }};(b) Employ a deny-all, permit-by-exception policy to allow the execution of authorized software programs on the system; and(c) Review and update the list of authorized software programs {{ insert: param, CM-7(5)(c) }}.GuidanceAuthorized software programs can be limited to specific versions or from a specific source. To facilitate a comprehensive authorized software process and increase the strength of protection for attacks that bypass application level authorized software, software programs may be decomposed into and monitored at different levels of detail. These levels include applications, application programming interfaces, application modules, scripts, system processes, system services, kernel functions, registries, drivers, and dynamic link libraries. The concept of permitting the execution of authorized software may also be applied to user actions, system ports and protocols, IP addresses/ranges, websites, and MAC addresses. Organizations consider verifying the integrity of authorized software programs using digital signatures, cryptographic checksums, or hash functions. Verification of authorized software can occur either prior to execution or at system startup. The identification of authorized URLs for websites is addressed in <a href=""#ca-3.5"">CA-3(5)</a> and <a href=""#sc-7"">SC-7</a>."
"CM-8(1)","CM-08(01) - Updates During Installation and Removal","Configuration Management","","cm-08.01","bfa29a18-52e1-45fa-aece-04ba787d4118","Update the inventory of system components as part of component installations, removals, and system updates.GuidanceOrganizations can improve the accuracy, completeness, and consistency of system component inventories if the inventories are updated as part of component installations or removals or during general system updates. If inventories are not updated at these key times, there is a greater likelihood that the information will not be appropriately captured and documented. System updates include hardware, software, and firmware components."
"CM-8(3)","CM-08(03) - Automated Unauthorized Component Detection","Configuration Management","","cm-08.03","01fc4e68-ae18-4610-8e2a-46def5d7d243","(a) Detect the presence of unauthorized hardware, software, and firmware components within the system using {{ insert: param, CM-8(3)(a)-1 }}{{ insert: param, CM-8(3)(a)-2 }} ; and(b) Take the following actions when unauthorized components are detected: {{ insert: param, CM-8(3)(b) }}.GuidanceAutomated unauthorized component detection is applied in addition to the monitoring for unauthorized remote connections and mobile devices. Monitoring for unauthorized system components may be accomplished on an ongoing basis or by the periodic scanning of systems for that purpose. Automated mechanisms may also be used to prevent the connection of unauthorized components (see <a href=""#cm-7.9"">CM-7(9)</a> ). Automated mechanisms can be implemented in systems or in separate system components. When acquiring and implementing automated mechanisms, organizations consider whether such mechanisms depend on the ability of the system component to support an agent or supplicant in order to be detected since some types of components do not have or cannot support agents (e.g., IoT devices, sensors). Isolation can be achieved , for example, by placing unauthorized system components in separate domains or subnets or quarantining such components. This type of component isolation is commonly referred to as <q>sandboxing.</q>
"
"CM-9","CM-09 - Configuration Management Plan","Configuration Management","","cm-09","89976a84-6751-4c6c-847e-66640c9f34d8","Develop, document, and implement a configuration management plan for the system that:a. Addresses roles, responsibilities, and configuration management processes and procedures;b. Establishes a process for identifying configuration items throughout the system development life cycle and for managing the configuration of the configuration items;c. Defines the configuration items for the system and places the configuration items under configuration management;d. Is reviewed and approved by {{ insert: param, CM-9(d) }} ; ande. Protects the configuration management plan from unauthorized disclosure and modification.GuidanceConfiguration management activities occur throughout the system development life cycle. As such, there are developmental configuration management activities (e.g., the control of code and software libraries) and operational configuration management activities (e.g., control of installed components and how the components are configured). Configuration management plans satisfy the requirements in configuration management policies while being tailored to individual systems. Configuration management plans define processes and procedures for how configuration management is used to support system development life cycle activities.Configuration management plans are generated during the development and acquisition stage of the system development life cycle. The plans describe how to advance changes through change management processes; update configuration settings and baselines; maintain component inventories; control development, test, and operational environments; and develop, release, and update key documents.Organizations can employ templates to help ensure the consistent and timely development and implementation of configuration management plans. Templates can represent a configuration management plan for the organization with subsets of the plan implemented on a system by system basis. Configuration management approval processes include the designation of key stakeholders responsible for reviewing and approving proposed changes to systems, and personnel who conduct security and privacy impact analyses prior to the implementation of changes to the systems. Configuration items are the system components, such as the hardware, software, firmware, and documentation to be configuration-managed. As systems continue through the system development life cycle, new configuration items may be identified, and some existing configuration items may no longer need to be under configuration control."
"CM-12","CM-12 - Information Location","Configuration Management","","cm-12","9b79c2bd-fb31-48d0-8263-177e7366c8e2","a. Identify and document the location of {{ insert: param, CM-12(a) }} and the specific system components on which the information is processed and stored;b. Identify and document the users who have access to the system and system components where the information is processed and stored; andc. Document changes to the location (i.e., system or system components) where the information is processed and stored.GuidanceInformation location addresses the need to understand where information is being processed and stored. Information location includes identifying where specific information types and information reside in system components and how information is being processed so that information flow can be understood and adequate protection and policy management provided for such information and system components. The security category of the information is also a factor in determining the controls necessary to protect the information and the system component where the information resides (see <a href=""#628d22a1-6a11-4784-bc59-5cd9497b5445"">FIPS 199</a> ). The location of the information and system components is also a factor in the architecture and design of the system (see <a href=""#sa-4"">SA-4</a>, <a href=""#sa-8"">SA-8</a>, <a href=""#sa-17"">SA-17</a>).CM-12 Additional FedRAMP Requirements and Guidance<b>Requirement:</b> According to FedRAMP Authorization Boundary Guidance"
"CM-12(1)","CM-12(01) - Automated Tools to Support Information Location","Configuration Management","","cm-12.01","4295d288-f0f1-40f3-8c05-7a2252736a62","Use automated tools to identify {{ insert: param, CM-12(1)-1 }} on {{ insert: param, CM-12(1)-2 }} to ensure controls are in place to protect organizational information and individual privacy.GuidanceThe use of automated tools helps to increase the effectiveness and efficiency of the information location capability implemented within the system. Automation also helps organizations manage the data produced during information location activities and share such information across the organization. The output of automated information location tools can be used to guide and inform system architecture and design decisions.CM-12 (1) Additional FedRAMP Requirements and Guidance<b>Requirement:</b> According to FedRAMP Authorization Boundary Guidance."
"CP-2(1)","CP-02(01) - Coordinate with Related Plans","Contingency Planning","","cp-02.01","d6ce57f8-2645-4f61-89eb-9ae1403daf2e","Coordinate contingency plan development with organizational elements responsible for related plans.GuidancePlans that are related to contingency plans include Business Continuity Plans, Disaster Recovery Plans, Critical Infrastructure Plans, Continuity of Operations Plans, Crisis Communications Plans, Insider Threat Implementation Plans, Data Breach Response Plans, Cyber Incident Response Plans, Breach Response Plans, and Occupant Emergency Plans."
"CP-2(3)","CP-02(03) - Resume Mission and Business Functions","Contingency Planning","","cp-02.03","229e8eee-1eb7-4219-a699-0cabfdb41f32","Plan for the resumption of {{ insert: param, CP-2(3)-1 }} mission and business functions within {{ insert: param, CP-2(3)-2 }} of contingency plan activation.GuidanceOrganizations may choose to conduct contingency planning activities to resume mission and business functions as part of business continuity planning or as part of business impact analyses. Organizations prioritize the resumption of mission and business functions. The time period for resuming mission and business functions may be dependent on the severity and extent of the disruptions to the system and its supporting infrastructure."
"CP-2(8)","CP-02(08) - Identify Critical Assets","Contingency Planning","","cp-02.08","2c8808e5-e9c4-40d3-804a-c457078e586c","Identify critical system assets supporting {{ insert: param, CP-2(8) }} mission and business functions.GuidanceOrganizations may choose to identify critical assets as part of criticality analysis, business continuity planning, or business impact analyses. Organizations identify critical system assets so that additional controls can be employed (beyond the controls routinely implemented) to help ensure that organizational mission and business functions can continue to be conducted during contingency operations. The identification of critical information assets also facilitates the prioritization of organizational resources. Critical system assets include technical and operational aspects. Technical aspects include system components, information technology services, information technology products, and mechanisms. Operational aspects include procedures (i.e., manually executed operations) and personnel (i.e., individuals operating technical controls and/or executing manual procedures). Organizational program protection plans can assist in identifying critical assets. If critical assets are resident within or supported by external service providers, organizations consider implementing <a href=""#cp-2.7"">CP-2(7)</a> as a control enhancement."
"CP-4(1)","CP-04(01) - Coordinate with Related Plans","Contingency Planning","","cp-04.01","91ebeae4-5484-4c68-ae92-366c96d8d75c","Coordinate contingency plan testing with organizational elements responsible for related plans.GuidancePlans related to contingency planning for organizational systems include Business Continuity Plans, Disaster Recovery Plans, Continuity of Operations Plans, Crisis Communications Plans, Critical Infrastructure Plans, Cyber Incident Response Plans, and Occupant Emergency Plans. Coordination of contingency plan testing does not require organizations to create organizational elements to handle related plans or to align such elements with specific plans. However, it does require that if such organizational elements are responsible for related plans, organizations coordinate with those elements."
"CP-6","CP-06 - Alternate Storage Site","Contingency Planning","","cp-06","acbe8178-6cfa-43de-b0ff-57de749f6e6e","a. Establish an alternate storage site, including necessary agreements to permit the storage and retrieval of system backup information; andb. Ensure that the alternate storage site provides controls equivalent to that of the primary site.GuidanceAlternate storage sites are geographically distinct from primary storage sites and maintain duplicate copies of information and data if the primary storage site is not available. Similarly, alternate processing sites provide processing capability if the primary processing site is not available. Geographically distributed architectures that support contingency requirements may be considered alternate storage sites. Items covered by alternate storage site agreements include environmental conditions at the alternate sites, access rules for systems and facilities, physical and environmental protection requirements, and coordination of delivery and retrieval of backup media. Alternate storage sites reflect the requirements in contingency plans so that organizations can maintain essential mission and business functions despite compromise, failure, or disruption in organizational systems."
"CP-6(1)","CP-06(01) - Separation from Primary Site","Contingency Planning","","cp-06.01","97e4b6e1-53f7-4040-b527-40cb98203bcf","Identify an alternate storage site that is sufficiently separated from the primary storage site to reduce susceptibility to the same threats.GuidanceThreats that affect alternate storage sites are defined in organizational risk assessments and include natural disasters, structural failures, hostile attacks, and errors of omission or commission. Organizations determine what is considered a sufficient degree of separation between primary and alternate storage sites based on the types of threats that are of concern. For threats such as hostile attacks, the degree of separation between sites is less relevant."
"CP-6(3)","CP-06(03) - Accessibility","Contingency Planning","","cp-06.03","b4c20d79-8310-4e23-8329-c3f553ded147","Identify potential accessibility problems to the alternate storage site in the event of an area-wide disruption or disaster and outline explicit mitigation actions.GuidanceArea-wide disruptions refer to those types of disruptions that are broad in geographic scope with such determinations made by organizations based on organizational assessments of risk. Explicit mitigation actions include duplicating backup information at other alternate storage sites if access problems occur at originally designated alternate sites or planning for physical access to retrieve backup information if electronic accessibility to the alternate site is disrupted."
"CP-7","CP-07 - Alternate Processing Site","Contingency Planning","","cp-07","4a87401d-60ff-4443-aab5-1ae1d8632e7c","a. Establish an alternate processing site, including necessary agreements to permit the transfer and resumption of {{ insert: param, CP-7(a)-1 }} for essential mission and business functions within {{ insert: param, CP-7(a)-2 }} when the primary processing capabilities are unavailable;b. Make available at the alternate processing site, the equipment and supplies required to transfer and resume operations or put contracts in place to support delivery to the site within the organization-defined time period for transfer and resumption; andc. Provide controls at the alternate processing site that are equivalent to those at the primary site.GuidanceAlternate processing sites are geographically distinct from primary processing sites and provide processing capability if the primary processing site is not available. The alternate processing capability may be addressed using a physical processing site or other alternatives, such as failover to a cloud-based service provider or other internally or externally provided processing service. Geographically distributed architectures that support contingency requirements may also be considered alternate processing sites. Controls that are covered by alternate processing site agreements include the environmental conditions at alternate sites, access rules, physical and environmental protection requirements, and the coordination for the transfer and assignment of personnel. Requirements are allocated to alternate processing sites that reflect the requirements in contingency plans to maintain essential mission and business functions despite disruption, compromise, or failure in organizational systems.CP-7 Additional FedRAMP Requirements and Guidance<b>(a) Requirement:</b> The service provider defines a time period consistent with the recovery time objectives and business impact analysis."
"CP-7(1)","CP-07(01) - Separation from Primary Site","Contingency Planning","","cp-07.01","7ed18743-21ee-48c6-b8dc-33d2fce69987","Identify an alternate processing site that is sufficiently separated from the primary processing site to reduce susceptibility to the same threats.GuidanceThreats that affect alternate processing sites are defined in organizational assessments of risk and include natural disasters, structural failures, hostile attacks, and errors of omission or commission. Organizations determine what is considered a sufficient degree of separation between primary and alternate processing sites based on the types of threats that are of concern. For threats such as hostile attacks, the degree of separation between sites is less relevant.CP-7 (1) Additional FedRAMP Requirements and Guidance<b>Guidance:</b> The service provider may determine what is considered a sufficient degree of separation between the primary and alternate processing sites, based on the types of threats that are of concern. For one particular type of threat (i.e., hostile cyber attack), the degree of separation between sites will be less relevant."
"CP-7(2)","CP-07(02) - Accessibility","Contingency Planning","","cp-07.02","8471b781-3dfb-4462-83ba-3c478e40a401","Identify potential accessibility problems to alternate processing sites in the event of an area-wide disruption or disaster and outlines explicit mitigation actions.GuidanceArea-wide disruptions refer to those types of disruptions that are broad in geographic scope with such determinations made by organizations based on organizational assessments of risk."
"CP-7(3)","CP-07(03) - Priority of Service","Contingency Planning","","cp-07.03","2997d790-6549-498a-bda3-a7c05c0f52c6","Develop alternate processing site agreements that contain priority-of-service provisions in accordance with availability requirements (including recovery time objectives).GuidancePriority of service agreements refer to negotiated agreements with service providers that ensure that organizations receive priority treatment consistent with their availability requirements and the availability of information resources for logical alternate processing and/or at the physical alternate processing site. Organizations establish recovery time objectives as part of contingency planning."
"CP-8","CP-08 - Telecommunications Services","Contingency Planning","","cp-08","031634a1-f042-4319-bd66-a6cf26cb8dc7","Establish alternate telecommunications services, including necessary agreements to permit the resumption of {{ insert: param, CP-8-1 }} for essential mission and business functions within {{ insert: param, CP-8-2 }} when the primary telecommunications capabilities are unavailable at either the primary or alternate processing or storage sites.GuidanceTelecommunications services (for data and voice) for primary and alternate processing and storage sites are in scope for <a href=""#cp-8"">CP-8</a> . Alternate telecommunications services reflect the continuity requirements in contingency plans to maintain essential mission and business functions despite the loss of primary telecommunications services. Organizations may specify different time periods for primary or alternate sites. Alternate telecommunications services include additional organizational or commercial ground-based circuits or lines, network-based approaches to telecommunications, or the use of satellites. Organizations consider factors such as availability, quality of service, and access when entering into alternate telecommunications agreements.CP-8 Additional FedRAMP Requirements and Guidance<b>Requirement:</b> The service provider defines a time period consistent with the recovery time objectives and business impact analysis."
"CP-8(1)","CP-08(01) - Priority of Service Provisions","Contingency Planning","","cp-08.01","cb0f793b-2a67-4bbf-9d18-834b78c1fb79","(a) Develop primary and alternate telecommunications service agreements that contain priority-of-service provisions in accordance with availability requirements (including recovery time objectives); and(b) Request Telecommunications Service Priority for all telecommunications services used for national security emergency preparedness if the primary and/or alternate telecommunications services are provided by a common carrier.GuidanceOrganizations consider the potential mission or business impact in situations where telecommunications service providers are servicing other organizations with similar priority of service provisions. Telecommunications Service Priority (TSP) is a Federal Communications Commission (FCC) program that directs telecommunications service providers (e.g., wireline and wireless phone companies) to give preferential treatment to users enrolled in the program when they need to add new lines or have their lines restored following a disruption of service, regardless of the cause. The FCC sets the rules and policies for the TSP program, and the Department of Homeland Security manages the TSP program. The TSP program is always in effect and not contingent on a major disaster or attack taking place. Federal sponsorship is required to enroll in the TSP program."
"CP-8(2)","CP-08(02) - Single Points of Failure","Contingency Planning","","cp-08.02","1fea7e40-7657-4cef-a8ec-794226e8b3cf","Obtain alternate telecommunications services to reduce the likelihood of sharing a single point of failure with primary telecommunications services.GuidanceIn certain circumstances, telecommunications service providers or services may share the same physical lines, which increases the vulnerability of a single failure point. It is important to have provider transparency for the actual physical transmission capability for telecommunication services."
"CP-9(1)","CP-09(01) - Testing for Reliability and Integrity","Contingency Planning","","cp-09.01","7315feb0-e031-4b34-8466-8bd37a3e47c1","Test backup information {{ insert: param, CP-9(1) }} to verify media reliability and information integrity.GuidanceOrganizations need assurance that backup information can be reliably retrieved. Reliability pertains to the systems and system components where the backup information is stored, the operations used to retrieve the information, and the integrity of the information being retrieved. Independent and specialized tests can be used for each of the aspects of reliability. For example, decrypting and transporting (or transmitting) a random sample of backup files from the alternate storage or backup site and comparing the information to the same information at the primary processing site can provide such assurance."
"CP-9(8)","CP-09(08) - Cryptographic Protection","Contingency Planning","","cp-09.08","bfb0d5a8-544a-433a-b471-995228b14b72","Implement cryptographic mechanisms to prevent unauthorized disclosure and modification of {{ insert: param, CP-9(8) }}.GuidanceThe selection of cryptographic mechanisms is based on the need to protect the confidentiality and integrity of backup information. The strength of mechanisms selected is commensurate with the security category or classification of the information. Cryptographic protection applies to system backup information in storage at both primary and alternate locations. Organizations that implement cryptographic mechanisms to protect information at rest also consider cryptographic key management solutions.CP-9 (8) Additional FedRAMP Requirements and Guidance<b>Guidance:</b> Note that this enhancement requires the use of cryptography which must be compliant with Federal requirements and utilize FIPS validated or NSA approved cryptography (see SC-13.)"
"CP-10(2)","CP-10(02) - Transaction Recovery","Contingency Planning","","cp-10.02","ecb43709-7c26-4909-b092-e90b2ef3bef6","Implement transaction recovery for systems that are transaction-based.GuidanceTransaction-based systems include database management systems and transaction processing systems. Mechanisms supporting transaction recovery include transaction rollback and transaction journaling."
"IA-2(5)","IA-02(05) - Individual Authentication with Group Authentication","Identification and Authentication","","ia-02.05","c387d225-1df7-4f4a-949c-64ceb5c2f9fb","When shared accounts or authenticators are employed, require users to be individually authenticated before granting access to the shared accounts or resources.GuidanceIndividual authentication prior to shared group authentication mitigates the risk of using group accounts or authenticators."
"IA-2(6)","IA-02(06) - Access to Accounts —separate Device","Identification and Authentication","","ia-02.06","1f0f5bcb-81db-4a0d-b87f-6fff93a44d66","Implement multi-factor authentication for {{ insert: param, IA-2(6)-1 }} access to {{ insert: param, IA-2(6)-2 }} such that:(a) One of the factors is provided by a device separate from the system gaining access; and(b) The device meets {{ insert: param, IA-2(6)(b) }}.GuidanceThe purpose of requiring a device that is separate from the system to which the user is attempting to gain access for one of the factors during multi-factor authentication is to reduce the likelihood of compromising authenticators or credentials stored on the system. Adversaries may be able to compromise such authenticators or credentials and subsequently impersonate authorized users. Implementing one of the factors on a separate device (e.g., a hardware token), provides a greater strength of mechanism and an increased level of assurance in the authentication process.IA-2 (6) Additional FedRAMP Requirements and Guidance<b>Guidance:</b> PIV=separate device. Please refer to NIST SP 800-157 Guidelines for Derived Personal Identity Verification (PIV) Credentials.<b>Guidance:</b> See SC-13 Guidance for more information on FIPS-validated or NSA-approved cryptography."
"IA-3","IA-03 - Device Identification and Authentication","Identification and Authentication","","ia-03","b75d8426-5702-41f4-8c98-b38dd0f43e5a","Uniquely identify and authenticate {{ insert: param, IA-3-1 }} before establishing a {{ insert: param, IA-3-2 }} connection.GuidanceDevices that require unique device-to-device identification and authentication are defined by type, device, or a combination of type and device. Organization-defined device types include devices that are not owned by the organization. Systems use shared known information (e.g., Media Access Control [MAC], Transmission Control Protocol/Internet Protocol [TCP/IP] addresses) for device identification or organizational authentication solutions (e.g., Institute of Electrical and Electronics Engineers (IEEE) 802.1x and Extensible Authentication Protocol [EAP], RADIUS server with EAP-Transport Layer Security [TLS] authentication, Kerberos) to identify and authenticate devices on local and wide area networks. Organizations determine the required strength of authentication mechanisms based on the security categories of systems and mission or business requirements. Because of the challenges of implementing device authentication on a large scale, organizations can restrict the application of the control to a limited number/type of devices based on mission or business needs."
"IA-4(4)","IA-04(04) - Identify User Status","Identification and Authentication","","ia-04.04","60d57d3b-289c-43c7-b686-3507a3e645eb","Manage individual identifiers by uniquely identifying each individual as {{ insert: param, IA-4(4) }}.GuidanceCharacteristics that identify the status of individuals include contractors, foreign nationals, and non-organizational users. Identifying the status of individuals by these characteristics provides additional information about the people with whom organizational personnel are communicating. For example, it might be useful for a government employee to know that one of the individuals on an email message is a contractor."
"IA-5(2)","IA-05(02) - Public Key-based Authentication","Identification and Authentication","","ia-05.02","dc30c596-06bb-4ff2-89e8-60f53aaed01f","(a) For public key-based authentication:(1) Enforce authorized access to the corresponding private key; and(2) Map the authenticated identity to the account of the individual or group; and(b) When public key infrastructure (PKI) is used:(1) Validate certificates by constructing and verifying a certification path to an accepted trust anchor, including checking certificate status information; and(2) Implement a local cache of revocation data to support path discovery and validation.GuidancePublic key cryptography is a valid authentication mechanism for individuals, machines, and devices. For PKI solutions, status information for certification paths includes certificate revocation lists or certificate status protocol responses. For PIV cards, certificate validation involves the construction and verification of a certification path to the Common Policy Root trust anchor, which includes certificate policy processing. Implementing a local cache of revocation data to support path discovery and validation also supports system availability in situations where organizations are unable to access revocation information via the network."
"IA-5(6)","IA-05(06) - Protection of Authenticators","Identification and Authentication","","ia-05.06","1a48a9f2-588e-4ce6-836c-3626db001eca","Protect authenticators commensurate with the security category of the information to which use of the authenticator permits access.GuidanceFor systems that contain multiple security categories of information without reliable physical or logical separation between categories, authenticators used to grant access to the systems are protected commensurate with the highest security category of information on the systems. Security categories of information are determined as part of the security categorization process."
"IA-5(7)","IA-05(07) - No Embedded Unencrypted Static Authenticators","Identification and Authentication","","ia-05.07","c9cf19cf-818d-428d-9309-cccbb14882fe","Ensure that unencrypted static authenticators are not embedded in applications or other forms of static storage.GuidanceIn addition to applications, other forms of static storage include access scripts and function keys. Organizations exercise caution when determining whether embedded or stored authenticators are in encrypted or unencrypted form. If authenticators are used in the manner stored, then those representations are considered unencrypted authenticators.IA-5 (7) Additional FedRAMP Requirements and Guidance<b>Guidance:</b> In this context, prohibited static storage refers to any storage where unencrypted authenticators, such as passwords, persist beyond the time required to complete the access process."
"IA-12","IA-12 - Identity Proofing","Identification and Authentication","","ia-12","2708a308-29a5-4d00-b213-c529a3abe644","a. Identity proof users that require accounts for logical access to systems based on appropriate identity assurance level requirements as specified in applicable standards and guidelines;b. Resolve user identities to a unique individual; andc. Collect, validate, and verify identity evidence.GuidanceIdentity proofing is the process of collecting, validating, and verifying a user’s identity information for the purposes of establishing credentials for accessing a system. Identity proofing is intended to mitigate threats to the registration of users and the establishment of their accounts. Standards and guidelines specifying identity assurance levels for identity proofing include <a href=""#737513fa-6758-403f-831d-5ddab5e23cb3"">SP 800-63-3</a> and <a href=""#9099ed2c-922a-493d-bcb4-d896192243ff"">SP 800-63A</a> . Organizations may be subject to laws, executive orders, directives, regulations, or policies that address the collection of identity evidence. Organizational personnel consult with the senior agency official for privacy and legal counsel regarding such requirements.IA-12 Additional FedRAMP Requirements and Guidance<b>Guidance:</b> In accordance with NIST SP 800-63A Enrollment and Identity Proofing"
"IA-12(2)","IA-12(02) - Identity Evidence","Identification and Authentication","","ia-12.02","bc53c7cc-0834-4907-8c61-e0216a6ba357","Require evidence of individual identification be presented to the registration authority.GuidanceIdentity evidence, such as documentary evidence or a combination of documents and biometrics, reduces the likelihood of individuals using fraudulent identification to establish an identity or at least increases the work factor of potential adversaries. The forms of acceptable evidence are consistent with the risks to the systems, roles, and privileges associated with the user’s account."
