FDE#,FDE Name,Focal Document Element (FDE),Confidence Levels,NIST IR-8477 Rational,STRM Rationale,STRM Relationship,Strength of Relationship,OneLeet_Controls Requirement Title,Target ID #,OneLeet_Controls Requirement Description,Notes
CM-8(4),CM-08(04) - Accountability Information,"Include in the system component inventory information, a means for identifying by {{ insert: param, CM-8(4) }} , individuals responsible and accountable for administering those components. Guidance Identifying individuals who are responsible and accountable for administering system components ensures that the assigned components are properly administered and that organizations can contact those individuals if some action is required (e.g., when the component is determined to be the source of...",medium,functional,"FedRAMP_R5_High_Unique CM-8(4) requires Include in the system component inventory information, a means for identifying by {{ insert: param, CM-8(4) }} , individuals responsible and accountable for administering those.... OneLeet_Controls OS.ESAE.V1 requires Establish and enforce written policies that hold individuals accountable for all actions initiated under their electronic signatures to deter record/signature falsification.. Both address access control. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Electronic signature accountability enforced,OS.ESAE.V1,Establish and enforce written policies that hold individuals accountable for all actions initiated under their electronic signatures to deter record/signature falsification.,"Overlap: access control. Divergence: FedRAMP_R5_High_Unique emphasizes administering, cm-08, cm-8; OneLeet_Controls emphasizes electronic, signature, actions."
CM-14,CM-14 - Signed Components,"Prevent the installation of {{ insert: param, CM-14 }} without verification that the component has been digitally signed using a certificate that is recognized and approved by the organization. Guidance Software and firmware components prevented from installation unless signed with recognized and approved certificates include software and firmware version updates, patches, service packs, device drivers, and basic input/output system updates. Organizations can identify applicable software and...",medium,functional,"FedRAMP_R5_High_Unique CM-14 requires Prevent the installation of {{ insert: param, CM-14 }} without verification that the component has been digitally signed using a certificate that is recognized and approved by t.... OneLeet_Controls OS.ORRA.V1 requires Top management shall ensure that the responsibilities and authorities for roles relevant to information security are assigned and communicated within the organization. Top manag.... Both address access control. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,"Organizational roles, responsibilities and authorities",OS.ORRA.V1,Top management shall ensure that the responsibilities and authorities for roles relevant to information security are assigned and communicated within the organization. Top management shall assign the responsibility and authority for: a) ensuring that the information security management system conforms to the requirements of this document; b) reporting on the performance of the information security management system to top management.,"Overlap: access control; incident response. Divergence: FedRAMP_R5_High_Unique emphasizes cm-14, signed, approved; OneLeet_Controls emphasizes authorities, organizational, responsibilities."
CP-2(2),CP-02(02) - Capacity Planning,"Conduct capacity planning so that necessary capacity for information processing, telecommunications, and environmental support exists during contingency operations. Guidance Capacity planning is needed because different threats can result in a reduction of the available processing, telecommunications, and support services intended to support essential mission and business functions. Organizations anticipate degraded operations during contingency operations and factor the degradation into capa...",medium,functional,"FedRAMP_R5_High_Unique CP-2(2) requires Conduct capacity planning so that necessary capacity for information processing, telecommunications, and environmental support exists during contingency operations. Guidance Cap.... OneLeet_Controls OS.ISOA.V1 requires The organization shall establish information security objectives at relevant functions and levels. The information security objectives shall: a) be consistent with the informati.... Both address risk management. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Information security objective and planning to achieve them,OS.ISOA.V1,"The organization shall establish information security objectives at relevant functions and levels. The information security objectives shall: a) be consistent with the information security policy; b) be measurable (if practicable); c) take into account applicable information security requirements, and results from risk assessment and risk treatment; d) be monitored; e) be communicated; f) be updated as appropriate; g) be available as documented information. The organization shall retain docum...","Overlap: risk management. Divergence: FedRAMP_R5_High_Unique emphasizes capacity, contingency, conduct; OneLeet_Controls emphasizes achieve, establish, functions."
CP-2(5),CP-02(05) - Continue Mission and Business Functions,"Plan for the continuance of {{ insert: param, CP-2(5) }} mission and business functions with minimal or no loss of operational continuity and sustains that continuity until full system restoration at primary processing and/or storage sites. Guidance Organizations may choose to conduct the contingency planning activities to continue mission and business functions as part of business continuity planning or business impact analyses. Primary processing and/or storage sites defined by organization...",medium,functional,"FedRAMP_R5_High_Unique CP-2(5) requires Plan for the continuance of {{ insert: param, CP-2(5) }} mission and business functions with minimal or no loss of operational continuity and sustains that continuity until full.... OneLeet_Controls MI.IRFB.V1 requires ICT readiness shall be planned, implemented, maintained and tested based on business continuity objectives and ICT continuity requirements.. Both address security and privacy governance. FedRAMP_R5_High_Unique covers broader scope than OneLeet_Controls.",superset_of,6,ICT readiness for business continuity,MI.IRFB.V1,"ICT readiness shall be planned, implemented, maintained and tested based on business continuity objectives and ICT continuity requirements.","Shared scope: none identified. FedRAMP_R5_High_Unique additionally includes functions, mission, contingency; OneLeet_Controls emphasizes ict, readiness, based."
CP-3(1),CP-03(01) - Simulated Events,"Incorporate simulated events into contingency training to facilitate effective response by personnel in crisis situations. Guidance The use of simulated events creates an environment for personnel to experience actual threat events, including cyber-attacks that disable websites, ransomware attacks that encrypt organizational data on servers, hurricanes that damage or destroy organizational facilities, or hardware or software failures.",medium,functional,FedRAMP_R5_High_Unique CP-3(1) requires Incorporate simulated events into contingency training to facilitate effective response by personnel in crisis situations. Guidance The use of simulated events creates an enviro.... OneLeet_Controls MI.AADO.V1 requires The organization shall assess information security events and decide if they are to be categorized as information security incidents.. Both address incident response. They overlap in objective but differ in implementation detail or scope.,intersects_with,3,Assessment and decision on information security events,MI.AADO.V1,The organization shall assess information security events and decide if they are to be categorized as information security incidents.,"Overlap: incident response; risk management. Divergence: FedRAMP_R5_High_Unique emphasizes contingency, simulated, cp-03; OneLeet_Controls emphasizes assess, assessment, categorized."
CP-4(2),CP-04(02) - Alternate Processing Site,Test the contingency plan at the alternate processing site: (a) To familiarize contingency personnel with the facility and available resources; and (b) To evaluate the capabilities of the alternate processing site to support contingency operations. Guidance Conditions at the alternate processing site may be significantly different than the conditions at the primary site. Having the opportunity to visit the alternate site and experience the actual capabilities available at the site can provide...,medium,functional,FedRAMP_R5_High_Unique CP-4(2) requires Test the contingency plan at the alternate processing site: (a) To familiarize contingency personnel with the facility and available resources; and (b) To evaluate the capabilit.... OneLeet_Controls DR.CPT.V1 requires Regularly test your crisis plan to validate its effectiveness and ensure all team members are prepared to respond swiftly and efficiently to potential disruptions. Define a test.... Both address risk management. FedRAMP_R5_High_Unique covers broader scope than OneLeet_Controls.,superset_of,6,Crisis plan tested,DR.CPT.V1,"Regularly test your crisis plan to validate its effectiveness and ensure all team members are prepared to respond swiftly and efficiently to potential disruptions. Define a testing schedule based on your organization’s risk profile and regulatory requirements. Conduct tests at least annually, or more frequently for high-risk scenarios, to promote ongoing preparedness.You can use a variety of testing methods, such as tabletop exercises, live simulations, and role-playing scenarios. Include all...","Shared scope: risk management; audit and monitoring. FedRAMP_R5_High_Unique additionally includes contingency, alternate, processing; OneLeet_Controls emphasizes crisis, disaster, disruptions."
CP-6(2),CP-06(02) - Recovery Time and Recovery Point Objectives,Configure the alternate storage site to facilitate recovery operations in accordance with recovery time and recovery point objectives. Guidance Organizations establish recovery time and recovery point objectives as part of contingency planning. Configuration of the alternate storage site includes physical facilities and the systems supporting recovery operations that ensure accessibility and correct execution.,medium,functional,"FedRAMP_R5_High_Unique CP-6(2) requires Configure the alternate storage site to facilitate recovery operations in accordance with recovery time and recovery point objectives. Guidance Organizations establish recovery.... OneLeet_Controls MI.IRPD.V1 requires Create step-by-step response procedures covering incident detection, containment, eradication, and recovery. Include guidelines for different types of incidents, such as data br.... Both address access control. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Incident response procedures defined,MI.IRPD.V1,"Create step-by-step response procedures covering incident detection, containment, eradication, and recovery. Include guidelines for different types of incidents, such as data breaches, malware infections, and system outages. Clearly designate roles within the incident response team, including incident handlers, communication leads, and recovery personnel.Also outline communication protocols for both internal and external stakeholders, specifying approved channels for incident notifications an...","Overlap: access control; incident response. Divergence: FedRAMP_R5_High_Unique emphasizes objectives, point, time; OneLeet_Controls emphasizes incident, response, procedures."
CP-7(4),CP-07(04) - Preparation for Use,Prepare the alternate processing site so that the site can serve as the operational site supporting essential mission and business functions. Guidance Site preparation includes establishing configuration settings for systems at the alternate processing site consistent with the requirements for such settings at the primary site and ensuring that essential supplies and logistical considerations are in place.,medium,functional,"FedRAMP_R5_High_Unique CP-7(4) requires Prepare the alternate processing site so that the site can serve as the operational site supporting essential mission and business functions. Guidance Site preparation includes.... OneLeet_Controls MI.ISIM.V1 requires The organization shall plan and prepare for managing information security incidents by defining, establishing and communicating information security incident management processe.... Both address audit and monitoring. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Information security incident management planning and preparation,MI.ISIM.V1,"The organization shall plan and prepare for managing information security incidents by defining, establishing and communicating information security incident management processes, roles and responsibilities.","Overlap: audit and monitoring. Divergence: FedRAMP_R5_High_Unique emphasizes site, alternate, business; OneLeet_Controls emphasizes incident, management, communicating."
CP-8(3),CP-08(03) - Separation of Primary and Alternate Providers,"Obtain alternate telecommunications services from providers that are separated from primary service providers to reduce susceptibility to the same threats. Guidance Threats that affect telecommunications services are defined in organizational assessments of risk and include natural disasters, structural failures, cyber or physical attacks, and errors of omission or commission. Organizations can reduce common susceptibilities by minimizing shared infrastructure among telecommunications service...",medium,functional,FedRAMP_R5_High_Unique CP-8(3) requires Obtain alternate telecommunications services from providers that are separated from primary service providers to reduce susceptibility to the same threats. Guidance Threats that.... OneLeet_Controls AC.MRFA.V1 requires Require multi-factor authentication (MFA) for administrative access to critical systems and services. MFA mitigates the risk of unauthorized administrative access and helps prot.... Both address risk management. FedRAMP_R5_High_Unique covers broader scope than OneLeet_Controls.,superset_of,6,MFA required for administrative access,AC.MRFA.V1,Require multi-factor authentication (MFA) for administrative access to critical systems and services. MFA mitigates the risk of unauthorized administrative access and helps protect sensitive administrative functions.,"Shared scope: risk management; data protection. FedRAMP_R5_High_Unique additionally includes providers, alternate, primary; OneLeet_Controls emphasizes access, administrative, mfa."
CP-8(4),CP-08(04) - Provider Contingency Plan,"(a) Require primary and alternate telecommunications service providers to have contingency plans; (b) Review provider contingency plans to ensure that the plans meet organizational contingency requirements; and (c) Obtain evidence of contingency testing and training by providers {{ insert: param, CP-8(4)(c) }}. Guidance Reviews of provider contingency plans consider the proprietary nature of such plans. In some situations, a summary of provider contingency plans may be sufficient evidence for...",medium,functional,FedRAMP_R5_High_Unique CP-8(4) requires (a) Require primary and alternate telecommunications service providers to have contingency plans; (b) Review provider contingency plans to ensure that the plans meet organizatio.... OneLeet_Controls DR.CPT.V1 requires Regularly test your crisis plan to validate its effectiveness and ensure all team members are prepared to respond swiftly and efficiently to potential disruptions. Define a test.... Both address incident response. FedRAMP_R5_High_Unique covers broader scope than OneLeet_Controls.,superset_of,6,Crisis plan tested,DR.CPT.V1,"Regularly test your crisis plan to validate its effectiveness and ensure all team members are prepared to respond swiftly and efficiently to potential disruptions. Define a testing schedule based on your organization’s risk profile and regulatory requirements. Conduct tests at least annually, or more frequently for high-risk scenarios, to promote ongoing preparedness.You can use a variety of testing methods, such as tabletop exercises, live simulations, and role-playing scenarios. Include all...","Shared scope: incident response; audit and monitoring. FedRAMP_R5_High_Unique additionally includes contingency, plans, provider; OneLeet_Controls emphasizes crisis, disaster, disruptions."
CP-9(2),CP-09(02) - Test Restoration Using Sampling,"Use a sample of backup information in the restoration of selected system functions as part of contingency plan testing. Guidance Organizations need assurance that system functions can be restored correctly and can support established organizational missions. To ensure that the selected system functions are thoroughly exercised during contingency plan testing, a sample of backup information is retrieved to determine whether the functions are operating as intended. Organizations can determine t...",medium,functional,"FedRAMP_R5_High_Unique CP-9(2) requires Use a sample of backup information in the restoration of selected system functions as part of contingency plan testing. Guidance Organizations need assurance that system functio.... OneLeet_Controls IS.PATE.V1 requires Maintain separate, dedicated environments for testing and production systems, ensuring changes are thoroughly evaluated before implementation into the live production environment.. Both address audit and monitoring. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Production and test environments separated,IS.PATE.V1,"Maintain separate, dedicated environments for testing and production systems, ensuring changes are thoroughly evaluated before implementation into the live production environment.","Overlap: audit and monitoring. Divergence: FedRAMP_R5_High_Unique emphasizes contingency, restoration, backup; OneLeet_Controls emphasizes production, environments, before."
CP-9(3),CP-09(03) - Separate Storage for Critical Information,"Store backup copies of {{ insert: param, CP-9(3) }} in a separate facility or in a fire rated container that is not collocated with the operational system. Guidance Separate storage for critical information applies to all critical information regardless of the type of backup storage media. Critical system software includes operating systems, middleware, cryptographic key management systems, and intrusion detection systems. Security-related information includes inventories of system hardware,...",medium,functional,"FedRAMP_R5_High_Unique CP-9(3) requires Store backup copies of {{ insert: param, CP-9(3) }} in a separate facility or in a fire rated container that is not collocated with the operational system. Guidance Separate sto.... OneLeet_Controls MI.CSCS.V1 requires Your security tools are like the alarm system for your business. If they stop working and you don't notice, you're leaving the door wide open for attackers. By catching and fixi.... Both address security and privacy governance. FedRAMP_R5_High_Unique covers broader scope than OneLeet_Controls.",superset_of,6,Critical security control systems monitored,MI.CSCS.V1,"Your security tools are like the alarm system for your business. If they stop working and you don't notice, you're leaving the door wide open for attackers. By catching and fixing problems fast, you keep your defenses strong and your customer data safe.Make a list of your key security tools, including:- Firewalls and other network security controls- Intrusion detection/prevention systems (IDS/IPS)- Anti-malware software- Systems that detect changes to important files- Physical access controls...","Shared scope: none identified. FedRAMP_R5_High_Unique additionally includes separate, backup, collocated; OneLeet_Controls emphasizes your, alarm, business."
CP-9(5),CP-09(05) - Transfer to Alternate Storage Site,"Transfer system backup information to the alternate storage site {{ insert: param, CP-9(5) }}. Guidance System backup information can be transferred to alternate storage sites either electronically or by the physical shipment of storage media.",medium,functional,"FedRAMP_R5_High_Unique CP-9(5) requires Transfer system backup information to the alternate storage site {{ insert: param, CP-9(5) }}. Guidance System backup information can be transferred to alternate storage sites e.... OneLeet_Controls DM.IT.V1 requires Information transfer rules, procedures, or agreements shall be in place for all types of transfer facilities within the organization and between the organization and other parties.. Both address security and privacy governance. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Information transfer,DM.IT.V1,"Information transfer rules, procedures, or agreements shall be in place for all types of transfer facilities within the organization and between the organization and other parties.","Overlap: none identified. Divergence: FedRAMP_R5_High_Unique emphasizes alternate, site, storage; OneLeet_Controls emphasizes organization, agreements, between."
CP-10(4),CP-10(04) - Restore Within Time Period,"Provide the capability to restore system components within {{ insert: param, CP-10(4) }} from configuration-controlled and integrity-protected information representing a known, operational state for the components. Guidance Restoration of system components includes reimaging, which restores the components to known, operational states.",medium,functional,"FedRAMP_R5_High_Unique CP-10(4) requires Provide the capability to restore system components within {{ insert: param, CP-10(4) }} from configuration-controlled and integrity-protected information representing a known,.... OneLeet_Controls DM.RTKR.V1 requires The organization must configure a system to handle Right-to-know management. Under CCPA, the user has a right to know what data of theirs has been collected.. Both address data protection. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Right-to-Know Request Handling,DM.RTKR.V1,"The organization must configure a system to handle Right-to-know management. Under CCPA, the user has a right to know what data of theirs has been collected.","Overlap: data protection. Divergence: FedRAMP_R5_High_Unique emphasizes components, cp-10, restore; OneLeet_Controls emphasizes management, right-to-know, configure."
IA-5(8),IA-05(08) - Multiple System Accounts,"Implement {{ insert: param, IA-5(8) }} to manage the risk of compromise due to individuals having accounts on multiple systems. Guidance When individuals have accounts on multiple systems and use the same authenticators such as passwords, there is the risk that a compromise of one account may lead to the compromise of other accounts. Alternative approaches include having different authenticators (passwords) on all systems, employing a single sign-on or federation mechanism, or using some form...",medium,functional,"FedRAMP_R5_High_Unique IA-5(8) requires Implement {{ insert: param, IA-5(8) }} to manage the risk of compromise due to individuals having accounts on multiple systems. Guidance When individuals have accounts on multip.... OneLeet_Controls RM.ROI.V1 requires Assign ownership of identified risks to specific individuals within the organization to ensure accountability and effective risk management. Risk owners are responsible for moni.... Both address access control. FedRAMP_R5_High_Unique covers broader scope than OneLeet_Controls.",superset_of,6,Risk owners identified,RM.ROI.V1,"Assign ownership of identified risks to specific individuals within the organization to ensure accountability and effective risk management. Risk owners are responsible for monitoring, mitigating, and reporting on the risks assigned to them, enabling proactive management and alignment with organizational objectives.","Shared scope: access control; risk management. FedRAMP_R5_High_Unique additionally includes accounts, multiple, authentication; OneLeet_Controls emphasizes identified, management, accountability."
IA-5(13),IA-05(13) - Expiration of Cached Authenticators,"Prohibit the use of cached authenticators after {{ insert: param, IA-5(13) }}. Guidance Cached authenticators are used to authenticate to the local machine when the network is not available. If cached authentication information is out of date, the validity of the authentication information may be questionable. IA-5 (13) Additional FedRAMP Requirements and Guidance Guidance: For components subject to configuration baseline(s) (such as STIG or CIS,) the time period should conform to the baselin...",medium,functional,"FedRAMP_R5_High_Unique IA-5(13) requires Prohibit the use of cached authenticators after {{ insert: param, IA-5(13) }}. Guidance Cached authenticators are used to authenticate to the local machine when the network is n.... OneLeet_Controls AC.PEAR.V1 requires Periodically check, recall, or revise identification codes and passwords (e.g., password aging) to maintain security and integrity.. Both address access control. FedRAMP_R5_High_Unique covers broader scope than OneLeet_Controls.",superset_of,6,Password expiration and renewal enforced,AC.PEAR.V1,"Periodically check, recall, or revise identification codes and passwords (e.g., password aging) to maintain security and integrity.","Shared scope: access control. FedRAMP_R5_High_Unique additionally includes authenticators, cached, after; OneLeet_Controls emphasizes access, authorization, check."
IA-12(4),IA-12(04) - In-person Validation and Verification,"Require that the validation and verification of identity evidence be conducted in person before a designated registration authority. Guidance In-person proofing reduces the likelihood of fraudulent credentials being issued because it requires the physical presence of individuals, the presentation of physical identity documents, and actual face-to-face interactions with designated registration authorities.",medium,functional,FedRAMP_R5_High_Unique IA-12(4) requires Require that the validation and verification of identity evidence be conducted in person before a designated registration authority. Guidance In-person proofing reduces the like.... OneLeet_Controls DM.VPE.V1 requires Establish and maintain documented procedures for verifying the identity and authority of individuals or entities requesting access to protected information.. Both address access control. They overlap in objective but differ in implementation detail or scope.,intersects_with,3,Verification procedures established,DM.VPE.V1,Establish and maintain documented procedures for verifying the identity and authority of individuals or entities requesting access to protected information.,"Overlap: access control. Divergence: FedRAMP_R5_High_Unique emphasizes validation, authentication, before; OneLeet_Controls emphasizes procedures, access, data."
IR-2(1),IR-02(01) - Simulated Events,Incorporate simulated events into incident response training to facilitate the required response by personnel in crisis situations. Guidance Organizations establish requirements for responding to incidents in incident response plans. Incorporating simulated events into incident response training helps to ensure that personnel understand their individual responsibilities and what specific actions to take in crisis situations.,medium,functional,FedRAMP_R5_High_Unique IR-2(1) requires Incorporate simulated events into incident response training to facilitate the required response by personnel in crisis situations. Guidance Organizations establish requirements.... OneLeet_Controls MI.AADO.V1 requires The organization shall assess information security events and decide if they are to be categorized as information security incidents.. Both address incident response. They overlap in objective but differ in implementation detail or scope.,intersects_with,3,Assessment and decision on information security events,MI.AADO.V1,The organization shall assess information security events and decide if they are to be categorized as information security incidents.,"Overlap: incident response. Divergence: FedRAMP_R5_High_Unique emphasizes simulated, crisis, facilitate; OneLeet_Controls emphasizes assess, assessment, categorized."
IR-2(2),IR-02(02) - Automated Training Environments,"Provide an incident response training environment using {{ insert: param, IR-2(2) }}. Guidance Automated mechanisms can provide a more thorough and realistic incident response training environment. This can be accomplished, for example, by providing more complete coverage of incident response issues, selecting more realistic training scenarios and environments, and stressing the response capability.",medium,functional,"FedRAMP_R5_High_Unique IR-2(2) requires Provide an incident response training environment using {{ insert: param, IR-2(2) }}. Guidance Automated mechanisms can provide a more thorough and realistic incident response t.... OneLeet_Controls OS.MTDR.V1 requires Implement and maintain technical and procedural controls that prevent customer data from being used in model training without explicit authorization.. Both address incident response. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Model training data restrictions enforced,OS.MTDR.V1,Implement and maintain technical and procedural controls that prevent customer data from being used in model training without explicit authorization.,"Overlap: incident response; governance and policy. Divergence: FedRAMP_R5_High_Unique emphasizes incident, response, automated; OneLeet_Controls emphasizes data, model, authorization."
IR-4(2),IR-04(02) - Dynamic Reconfiguration,"Include the following types of dynamic reconfiguration for {{ insert: param, IR-4(2)-1 }} as part of the incident response capability: {{ insert: param, IR-4(2)-2 }}. Guidance Dynamic reconfiguration includes changes to router rules, access control lists, intrusion detection or prevention system parameters, and filter rules for guards or firewalls. Organizations may perform dynamic reconfiguration of systems to stop attacks, misdirect attackers, and isolate components of systems, thus limitin...",medium,functional,"FedRAMP_R5_High_Unique IR-4(2) requires Include the following types of dynamic reconfiguration for {{ insert: param, IR-4(2)-1 }} as part of the incident response capability: {{ insert: param, IR-4(2)-2 }}. Guidance D.... OneLeet_Controls MI.IRPI.V1 requires Establish a structured process for conducting incident reviews following any security or operational incident affecting critical systems. This process is essential for understan.... Both address incident response. FedRAMP_R5_High_Unique covers broader scope than OneLeet_Controls.",superset_of,6,Incident review process implemented,MI.IRPI.V1,"Establish a structured process for conducting incident reviews following any security or operational incident affecting critical systems. This process is essential for understanding root causes, assessing the impact, and identifying improvement actions to prevent similar incidents in the future. Establish criteria for incidents requiring formal review, including any events affecting critical functions. Define the scope to include root cause analysis, impact assessment, response effectiveness,...","Shared scope: incident response; risk management. FedRAMP_R5_High_Unique additionally includes dynamic, insert, ir-4; OneLeet_Controls emphasizes process, affecting, conducting."
IR-4(4),IR-04(04) - Information Correlation,"Correlate incident information and individual incident responses to achieve an organization-wide perspective on incident awareness and response. Guidance Sometimes, a threat event, such as a hostile cyber-attack, can only be observed by bringing together information from different sources, including various reports and reporting procedures established by organizations.",medium,functional,"FedRAMP_R5_High_Unique IR-4(4) requires Correlate incident information and individual incident responses to achieve an organization-wide perspective on incident awareness and response. Guidance Sometimes, a threat eve.... OneLeet_Controls MI.RTIS.V1 requires Information security incidents shall be responded to in accordance with the documented procedures.. Both address incident response. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Response to information security incidents,MI.RTIS.V1,Information security incidents shall be responded to in accordance with the documented procedures.,"Overlap: incident response; governance and policy. Divergence: FedRAMP_R5_High_Unique emphasizes achieve, awareness, correlate; OneLeet_Controls emphasizes incidents, accordance, documented."
IR-4(6),IR-04(06) - Insider Threats,Implement an incident handling capability for incidents involving insider threats. Guidance Explicit focus on handling incidents involving insider threats provides additional emphasis on this type of threat and the need for specific incident handling capabilities to provide appropriate and timely responses.,medium,functional,FedRAMP_R5_High_Unique IR-4(6) requires Implement an incident handling capability for incidents involving insider threats. Guidance Explicit focus on handling incidents involving insider threats provides additional em.... OneLeet_Controls MI.TI.V1 requires Information relating to information security threats shall be collected and analyzed to produce threat intelligence.. Both address incident response. They overlap in objective but differ in implementation detail or scope.,intersects_with,3,Threat Intelligence,MI.TI.V1,Information relating to information security threats shall be collected and analyzed to produce threat intelligence.,"Overlap: incident response; risk management. Divergence: FedRAMP_R5_High_Unique emphasizes insider, capability, handling; OneLeet_Controls emphasizes intelligence, threat, analyzed."
IR-4(11),IR-04(11) - Integrated Incident Response Team,"Establish and maintain an integrated incident response team that can be deployed to any location identified by the organization in {{ insert: param, IR-4(11) }}. Guidance An integrated incident response team is a team of experts that assesses, documents, and responds to incidents so that organizational systems and networks can recover quickly and implement the necessary controls to avoid future incidents. Incident response team personnel include forensic and malicious code analysts, tool deve...",high,functional,"FedRAMP_R5_High_Unique IR-4(11) requires Establish and maintain an integrated incident response team that can be deployed to any location identified by the organization in {{ insert: param, IR-4(11) }}. Guidance An int.... OneLeet_Controls MI.IRPE.V1 requires An incident response policy is established that outlines the organization's approach and procedures for detecting, responding to, and recovering from cybersecurity incidents.. Both address incident response. The requirements are materially equivalent in scope and intent.",equal,10,Incident response policy established,MI.IRPE.V1,"An incident response policy is established that outlines the organization's approach and procedures for detecting, responding to, and recovering from cybersecurity incidents.",Shared scope: incident response; governance and policy. No material divergence detected.
IR-5(1),"IR-05(01) - Automated Tracking, Data Collection, and Analysis","Track incidents and collect and analyze incident information using {{ insert: param, IR-5(1) }}. Guidance Automated mechanisms for tracking incidents and collecting and analyzing incident information include Computer Incident Response Centers or other electronic databases of incidents and network monitoring devices.",medium,functional,"FedRAMP_R5_High_Unique IR-5(1) requires Track incidents and collect and analyze incident information using {{ insert: param, IR-5(1) }}. Guidance Automated mechanisms for tracking incidents and collecting and analyzin.... OneLeet_Controls MI.MMAA.V1 requires The organization shall determine: a) what needs to be monitored and measured, including information security processes and controls; b) the methods for monitoring, measurement,.... Both address incident response. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,"Monitoring, measurement, analysis, and evaluation",MI.MMAA.V1,"The organization shall determine: a) what needs to be monitored and measured, including information security processes and controls; b) the methods for monitoring, measurement, analysis and evaluation, as applicable, to ensure valid results. The methods selected should produce comparable and reproducible results to be considered valid; c) when the monitoring and measuring shall be performed; d) who shall monitor and measure; e) when the results from monitoring and measurement shall be analyze...","Overlap: incident response; audit and monitoring. Divergence: FedRAMP_R5_High_Unique emphasizes analyze, automated, collect; OneLeet_Controls emphasizes monitoring, evaluation, measurement."
MA-2(2),MA-02(02) - Automated Maintenance Activities,"(a) Schedule, conduct, and document maintenance, repair, and replacement actions for the system using {{ insert: param, MA-2(2)(a) }} ; and (b) Produce up-to date, accurate, and complete records of all maintenance, repair, and replacement actions requested, scheduled, in process, and completed. Guidance The use of automated mechanisms to manage and control system maintenance programs and activities helps to ensure the generation of timely, accurate, complete, and consistent maintenance records.",medium,functional,"FedRAMP_R5_High_Unique MA-2(2) requires (a) Schedule, conduct, and document maintenance, repair, and replacement actions for the system using {{ insert: param, MA-2(2)(a) }} ; and (b) Produce up-to date, accurate, and.... OneLeet_Controls MI.MA.V1 requires Networks, systems and applications shall be monitored for anomalous behaviour and appropriate actions taken to evaluate potential information security incidents.. Both address security and privacy governance. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Monitoring activities,MI.MA.V1,"Networks, systems and applications shall be monitored for anomalous behaviour and appropriate actions taken to evaluate potential information security incidents.","Overlap: none identified. Divergence: FedRAMP_R5_High_Unique emphasizes maintenance, repair, replacement; OneLeet_Controls emphasizes monitoring, anomalous, applications."
MA-4(3),MA-04(03) - Comparable Security and Sanitization,"(a) Require that nonlocal maintenance and diagnostic services be performed from a system that implements a security capability comparable to the capability implemented on the system being serviced; or (b) Remove the component to be serviced from the system prior to nonlocal maintenance or diagnostic services; sanitize the component (for organizational information); and after the service is performed, inspect and sanitize the component (for potentially malicious software) before reconnecting t...",medium,functional,FedRAMP_R5_High_Unique MA-4(3) requires (a) Require that nonlocal maintenance and diagnostic services be performed from a system that implements a security capability comparable to the capability implemented on the sy.... OneLeet_Controls OS.IAP.V1 requires The organization shall conduct internal audits at planned intervals to provide information on whether the information security management system: a) conforms to 1) the organizat.... Both address security and privacy governance. There is minimal meaningful overlap.,not_related,1,Internal Audit Performed,OS.IAP.V1,The organization shall conduct internal audits at planned intervals to provide information on whether the information security management system: a) conforms to 1) the organization’s own requirements for its information security management system; 2) the requirements of this document; b) is effectively implemented and maintained.,"No substantive thematic overlap detected. Focal terms: maintenance, capability, comparable. Target terms: internal, management, organization."
MP-6(1),"MP-06(01) - Review, Approve, Track, Document, and Verify","Review, approve, track, document, and verify media sanitization and disposal actions. Guidance Organizations review and approve media to be sanitized to ensure compliance with records retention policies. Tracking and documenting actions include listing personnel who reviewed and approved sanitization and disposal actions, types of media sanitized, files stored on the media, sanitization methods used, date and time of the sanitization actions, personnel who performed the sanitization, verifica...",medium,functional,"FedRAMP_R5_High_Unique MP-6(1) requires Review, approve, track, document, and verify media sanitization and disposal actions. Guidance Organizations review and approve media to be sanitized to ensure compliance with r.... OneLeet_Controls DM.TGAR.V1 requires This control ensures that any gaps identified in the privacy program—whether through audits, assessments, or regulatory reviews—are formally tracked and addressed. It requires t.... Both address audit and monitoring. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Track Gaps and Remediation,DM.TGAR.V1,"This control ensures that any gaps identified in the privacy program—whether through audits, assessments, or regulatory reviews—are formally tracked and addressed. It requires the organization to document each gap, assign remediation actions, monitor progress, and verify completion to maintain compliance with CCPA and related privacy requirements. The control supports continuous improvement by ensuring that privacy risks are systematically mitigated and accountability is maintained.","Overlap: audit and monitoring; data protection. Divergence: FedRAMP_R5_High_Unique emphasizes approve, document, media; OneLeet_Controls emphasizes gaps, addressed, assessments."
